"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","TD","Sl_no"
"36886",29,"admin.","single","university.degree","no","no","yes","cellular","jun","thu",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.235,5076.2,"yes",36886
"36696",31,"unemployed","divorced","unknown","no","yes","no","cellular","jun","fri",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no",36696
"36691",29,"admin.","single","high.school","no","yes","no","cellular","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no",36691
"19373",37,"admin.","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",19373
"14408",30,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14408
"26596",40,"self-employed","married","university.degree","unknown","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",26596
"362",57,"management","married","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",362
"39730",36,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes",39730
"32408",32,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",32408
"38432",56,"retired","married","professional.course","no","unknown","unknown","cellular","oct","thu",1,6,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"yes",38432
"5530",44,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",5530
"27186",31,"unemployed","single","basic.4y","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",27186
"28539",32,"unemployed","single","university.degree","no","yes","no","telephone","apr","wed",2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"yes",28539
"25568",29,"housemaid","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",25568
"19509",44,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",19509
"19895",40,"technician","married","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",19895
"38142",43,"services","married","basic.6y","no","no","no","cellular","sep","tue",1,999,1,"failure",-3.4,92.379,-29.8,0.75,5017.5,"yes",38142
"13358",36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",13358
"40662",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",40662
"30728",41,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",30728
"33290",34,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",33290
"17877",57,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",17877
"14555",33,"housemaid","married","basic.9y","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",14555
"36918",39,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,1.215,5076.2,"yes",36918
"6306",42,"management","married","basic.6y","unknown","yes","no","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6306
"9052",30,"management","single","university.degree","no","no","no","telephone","jun","thu",7,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",9052
"27760",34,"technician","single","professional.course","no","no","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,92.843,-50,1.726,5099.1,"yes",27760
"4864",26,"blue-collar","single","basic.4y","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",4864
"13294",44,"admin.","married","high.school","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",13294
"40665",32,"blue-collar","married","basic.4y","no","no","no","telephone","sep","wed",3,3,4,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",40665
"7565",43,"technician","divorced","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",7565
"33766",32,"blue-collar","single","basic.4y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",33766
"14448",26,"services","single","basic.6y","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",14448
"38913",56,"retired","married","university.degree","no","yes","no","cellular","nov","wed",2,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"yes",38913
"36088",21,"student","single","high.school","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",36088
"30429",56,"entrepreneur","married","university.degree","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30429
"13584",25,"technician","married","professional.course","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13584
"41047",60,"admin.","married","high.school","no","no","no","cellular","oct","tue",1,999,1,"failure",-1.1,94.601,-49.5,1.037,4963.6,"yes",41047
"39134",78,"retired","divorced","professional.course","no","yes","no","cellular","mar","tue",1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes",39134
"6637",46,"blue-collar","married","unknown","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6637
"7536",54,"admin.","married","basic.4y","unknown","unknown","unknown","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",7536
"36064",28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",36064
"7249",37,"admin.","single","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",7249
"27572",43,"blue-collar","married","professional.course","no","no","yes","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",27572
"6395",32,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",8,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6395
"39543",50,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",39543
"40628",32,"admin.","married","high.school","no","unknown","unknown","cellular","sep","mon",1,6,4,"success",-1.1,94.199,-37.5,0.882,4963.6,"yes",40628
"30596",50,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",4,3,2,"success",-1.8,92.893,-46.2,1.354,5099.1,"yes",30596
"27898",28,"admin.","single","university.degree","no","no","no","cellular","mar","wed",2,999,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,"yes",27898
"32397",33,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",32397
"16777",41,"technician","single","university.degree","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",16777
"26369",35,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,3,1,"success",-0.1,93.2,-42,4.076,5195.8,"no",26369
"24881",54,"technician","married","professional.course","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",24881
"17442",50,"unknown","married","unknown","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17442
"2586",31,"entrepreneur","single","basic.9y","no","no","no","telephone","may","tue",6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",2586
"39380",59,"admin.","divorced","university.degree","no","yes","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",39380
"37717",71,"retired","single","university.degree","no","yes","no","cellular","aug","thu",1,6,2,"failure",-2.9,92.201,-31.4,0.851,5076.2,"yes",37717
"30968",19,"student","single","high.school","unknown","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",30968
"21402",31,"admin.","single","university.degree","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21402
"28628",51,"entrepreneur","married","illiterate","no","yes","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",28628
"38879",77,"retired","divorced","basic.4y","no","yes","no","cellular","nov","mon",2,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes",38879
"27768",34,"technician","single","professional.course","no","no","no","cellular","mar","fri",3,999,0,"nonexistent",-1.8,92.843,-50,1.726,5099.1,"yes",27768
"5639",29,"student","single","high.school","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",5639
"5364",33,"services","single","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",5364
"27889",32,"technician","divorced","professional.course","no","yes","no","cellular","mar","tue",2,999,0,"nonexistent",-1.8,92.843,-50,1.556,5099.1,"yes",27889
"19006",43,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",19006
"34943",51,"technician","married","professional.course","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",34943
"36789",33,"unemployed","married","university.degree","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36789
"27920",28,"admin.","single","high.school","no","yes","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"yes",27920
"16639",29,"technician","single","university.degree","no","no","yes","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",16639
"7478",30,"services","married","high.school","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",7478
"4300",56,"technician","married","professional.course","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",4300
"7362",35,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",7362
"19210",37,"management","married","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",19210
"19988",30,"blue-collar","married","high.school","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",19988
"37497",34,"management","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no",37497
"38454",64,"admin.","married","high.school","no","yes","no","cellular","oct","fri",1,999,1,"failure",-3.4,92.431,-26.9,0.73,5017.5,"yes",38454
"23975",35,"technician","divorced","high.school","unknown","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",23975
"39984",38,"entrepreneur","married","basic.6y","no","no","no","cellular","jun","tue",1,2,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",39984
"40420",41,"admin.","divorced","high.school","no","yes","no","cellular","aug","fri",1,6,2,"success",-1.7,94.027,-38.3,0.905,4991.6,"yes",40420
"9272",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",9272
"17125",39,"self-employed","married","basic.6y","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17125
"16245",51,"housemaid","married","basic.9y","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",16245
"2740",33,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",2740
"9791",37,"management","single","university.degree","no","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",9791
"2823",41,"admin.","single","university.degree","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",2823
"39041",63,"technician","married","unknown","no","yes","no","cellular","dec","mon",2,999,1,"failure",-3,92.713,-33,0.715,5023.5,"yes",39041
"32601",53,"blue-collar","single","basic.4y","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",32601
"30425",25,"unknown","single","university.degree","no","yes","no","telephone","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30425
"26319",43,"management","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",26319
"30916",39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,12,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no",30916
"28430",28,"services","single","high.school","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no",28430
"7215",41,"technician","single","professional.course","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",7215
"35710",35,"blue-collar","single","high.school","no","yes","no","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",35710
"37638",22,"student","single","professional.course","no","yes","no","cellular","aug","mon",2,999,1,"failure",-2.9,92.201,-31.4,0.861,5076.2,"yes",37638
"39293",31,"admin.","single","university.degree","no","yes","no","telephone","mar","tue",1,3,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes",39293
"22179",50,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",22179
"16338",31,"blue-collar","single","high.school","no","no","no","telephone","jul","tue",11,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",16338
"17766",50,"unknown","married","unknown","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",17766
"37581",31,"admin.","married","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes",37581
"25862",34,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",25862
"1737",43,"entrepreneur","married","high.school","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1737
"27570",44,"management","single","university.degree","unknown","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",27570
"4794",36,"admin.","single","professional.course","no","yes","yes","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",4794
"31031",49,"admin.","married","high.school","no","no","no","cellular","may","tue",1,6,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no",31031
"28225",36,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no",28225
"7984",33,"services","single","university.degree","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",7984
"33465",47,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",33465
"41035",33,"services","single","high.school","no","yes","no","cellular","oct","mon",1,6,1,"success",-1.1,94.601,-49.5,1.032,4963.6,"yes",41035
"33909",32,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",33909
"14175",49,"management","married","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14175
"37150",46,"unknown","married","unknown","no","no","yes","cellular","aug","wed",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no",37150
"36330",26,"admin.","single","high.school","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes",36330
"31591",30,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",1,10,1,"success",-1.8,92.893,-46.2,1.327,5099.1,"yes",31591
"9821",39,"admin.","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",9821
"3218",44,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3218
"19191",57,"retired","married","high.school","no","no","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",19191
